FORECAST_WEEK,STATE_NAME,FORECAST_CASES,FORECAST_DEATHS,FORECAST_IND
4/16/2022,NORTH CAROLINA,5171.204281,76.37827436,0
4/16/2022,NORTH DAKOTA,248.0065262,0,0
4/16/2022,OHIO,4801.048671,5.97013059,0
4/16/2022,OKLAHOMA,1190.234697,79.79326723,0
4/16/2022,OREGON,2866.509468,145.2555372,0
4/16/2022,PENNSYLVANIA,8127.693093,71.10382897,0
4/16/2022,RHODE ISLAND,2079.289814,6.000887863,0
4/16/2022,SOUTH CAROLINA,876.5667987,47.18797076,0
4/16/2022,SOUTH DAKOTA,122.8853543,4.963362352,0
4/16/2022,TENNESSEE,2044.323062,76.39112623,0
4/16/2022,TEXAS,1103.214411,96.2697587,0
4/16/2022,UTAH,606.4458383,1.977345662,0
4/16/2022,VERMONT,1570.635255,3.007685044,0
4/16/2022,VIRGINIA,7377.087472,162.5807313,0
4/16/2022,WASHINGTON,7371.584653,53.21022533,0
4/16/2022,WEST VIRGINIA,478.4153482,41.2859346,0
4/16/2022,WISCONSIN,4718.289939,45.94456462,0
4/16/2022,WYOMING,23.21747224,5.016683649,0
4/23/2022,ALABAMA,1263.215782,38.958952,0
4/23/2022,ARIZONA,2342.860462,28.59290236,0
4/23/2022,ARKANSAS,723.9811224,29.91193855,0
4/23/2022,CALIFORNIA,31872.56017,342.7287081,0
4/23/2022,COLORADO,10158.89371,75.87551879,0
4/23/2022,CONNECTICUT,6132.842906,21.0274,0
4/23/2022,DELAWARE,1348.952315,10.88312504,0
4/23/2022,DISTRICT OF COLUMBIA,1564.294683,1.976367256,0
4/23/2022,FLORIDA,35986.94376,401.1706299,0
4/23/2022,GEORGIA,2307.398039,129.8125344,0
4/23/2022,HAWAII,1666.723404,17.02260573,0
4/23/2022,IDAHO,495.3889323,8.827044256,0
4/23/2022,ILLINOIS,19624.78383,58.25369998,0
4/23/2022,INDIANA,3176.599762,32.93610075,0
4/23/2022,IOWA,1052.12767,34.96330337,0
4/23/2022,KANSAS,1387.430322,72.14840161,0
4/23/2022,KENTUCKY,3272.67818,96.99155521,0
4/23/2022,LOUISIANA,1267.36704,29.00750934,0
4/23/2022,MAINE,1953.741117,4.007737389,0
4/23/2022,MARYLAND,5417.544199,21.92925022,0
4/23/2022,MASSACHUSETTS,13154.64401,45.89334229,0
4/23/2022,MICHIGAN,10422.06807,77.89146375,0
4/23/2022,MINNESOTA,6174.496137,27.85290517,0
4/23/2022,MISSISSIPPI,473.8057455,10.02500582,0
4/23/2022,MISSOURI,1133.635471,11.97431503,0
4/23/2022,MONTANA,370.6571279,1.991517653,0
4/23/2022,NEBRASKA,779.8047572,23.91452794,0
4/23/2022,NEVADA,1208.386967,179.6294379,0
4/23/2022,NEW HAMPSHIRE,2126.858106,10.95392109,0
4/23/2022,NEW JERSEY,14927.92214,36.95248866,0
4/23/2022,NEW MEXICO,1174.949338,31.99973842,0
4/23/2022,NEW YORK,44579.81367,108.2439154,0
4/23/2022,NORTH CAROLINA,8296.618541,28.65740166,0
4/23/2022,NORTH DAKOTA,294.8663832,0,0
4/23/2022,OHIO,6879.38759,0,0
4/23/2022,OKLAHOMA,1738.309521,52.91893338,0
4/23/2022,OREGON,4704.929564,33.62076405,0
4/23/2022,PENNSYLVANIA,10105.48677,114.1950579,0
4/23/2022,RHODE ISLAND,2438.94914,1.99621227,0
4/23/2022,SOUTH CAROLINA,1473.368392,35.62511085,0
4/23/2022,SOUTH DAKOTA,163.5505379,2.969968415,0
4/23/2022,TENNESSEE,0,7.96283835,0
4/23/2022,TEXAS,22695.41024,203.1237908,0
4/23/2022,UTAH,972.8648651,2.95248976,0
4/23/2022,VERMONT,1851.269995,5.994610943,0
4/23/2022,VIRGINIA,7952.21738,126.7167647,0
4/23/2022,WASHINGTON,8659.95551,37.49224191,0
4/23/2022,WEST VIRGINIA,910.8171235,29.26263008,0
4/23/2022,WISCONSIN,6481.377373,12.95291484,0
4/23/2022,WYOMING,133.7116028,6.047441752,0
ALABAMA,4/30/2022,4538.73498,68.71881343,1
ARIZONA,4/30/2022,7389.473069,101.735175,1
ARKANSAS,4/30/2022,2751.786684,36.55339842,1
CALIFORNIA,4/30/2022,55232.45828,194.8728373,1
COLORADO,4/30/2022,12017.44483,45.6970059,1
CONNECTICUT,4/30/2022,7638.088659,7.096580281,1
DELAWARE,4/30/2022,1794.499564,5.929983833,1
DISTRICT OF COLUMBIA,4/30/2022,1852.100909,5.870666615,1
FLORIDA,4/30/2022,43617.74699,182.8473409,1
GEORGIA,4/30/2022,9127.230775,139.7420157,1
HAWAII,4/30/2022,1854.185887,30.42083691,1
IDAHO,4/30/2022,1597.797735,18.73805869,1
ILLINOIS,4/30/2022,24824.41649,68.73540254,1
INDIANA,4/30/2022,7139.547206,44.52612192,1
IOWA,4/30/2022,3171.266784,12.27315965,1
KANSAS,4/30/2022,3271.33022,34.37716542,1
KENTUCKY,4/30/2022,5928.291953,86.05439785,1
LOUISIANA,4/30/2022,4385.115885,36.70966838,1
MAINE,4/30/2022,2590.124987,12.38443025,1
MARYLAND,4/30/2022,8838.23829,38.78475343,1
MASSACHUSETTS,4/30/2022,15629.1056,35.36824338,1
MICHIGAN,4/30/2022,15029.70449,84.87114484,1
MINNESOTA,4/30/2022,8954.814582,24.34840934,1
MISSISSIPPI,4/30/2022,2584.319691,28.31184847,1
MISSOURI,4/30/2022,5192.416997,39.13410625,1
MONTANA,4/30/2022,1058.66254,6.62135178,1
NEBRASKA,4/30/2022,1910.751666,11.0787193,1
NEVADA,4/30/2022,3181.236579,69.48022841,1
NEW HAMPSHIRE,4/30/2022,2721.642741,6.266241712,1
NEW JERSEY,4/30/2022,18713.62673,53.93680351,1
NEW MEXICO,4/30/2022,2637.892452,17.99635366,1
